wrkstat,wrkslf,occ10,prestg10,indus10,marital,spwrksta,cowrksta,spocc10,sppres10,spind10,coocc10,coind10,pawrkslf,paocc10,papres10,paind10,maocc10,mapres10,maind10,sibs,childs,age,agekdbrn,degree,padeg,madeg,spdeg,major1,sex,race,reg16,mobile16,family16,incom16,born,parborn,granborn,maborn,paborn,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,region,size,partyid,vote16,vote20,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmslm,colmslm,libmslm,relig,jew,attend,postlife,relig16,jew16,sprel,happy,hapmar,hapcohab,health,life,helpful,fair,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,confedvac,class,rank,satfin,finalter,finrela,premarsx,teensex,xmarsex,homosex,pornlaw,xmovie,reborn,marblk,marasian,marhisp,marwht,wordsum,sei10,partners,matesex,frndsex,acqntsex,pikupsex,paidsex,othersex,condom,idu30,evcrack,crack30,hivtest,sexornt,year,id,sampcode,sample,phase,sdastrata,sdaclusters,vpsu,vstrat,compwt,wtssnrps,wtssall,wtssnr,wtss,oversamp,formwt,wtssps
 2, 2,4040,32,8690, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 1,6220,39, 770,5700,47,3990, 2,.i,60,.i, 1,.i, 1,.i,.i, 2, 1, 7, 3, 0, 3, 1,.i, 0, 1, 1,.i,.i,.i, 1,.i,.s,10,10, 3,  37, 4, 1, 2, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 1, 1, 1, 1, 2, 1, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 0,.i, 1,.i,.i, 2,.i,.i, 3,.i,.i,.i,.i, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2,.i, 1,.i, 2, 3, 2, 4, 2,.i,.i, 2,.i, 2, 3, 3, 3, 3, 8,26.9, 0,.i,.i,.i,.i,.i,.i, 2,.i, 1, 2, 1, 3,2022,2717, .i,10,.i,12,1.07500000000000000e+03,   1,2716,2.62600000000000000e-01,2.62640956205429266e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.82625935011130758e-01
 1, 2,6260,28, 770, 5,.i, 2,  .i,35,  .i,4600,9290, 2,6050,27, 170,  .i,.i,  .i,11,.i,26,25, 1, 0, 0,.i,.i, 1, 1, 0, 3, 1, 1, 2,.i, 4, 2, 2,.i,.i,.i, 3, 0, 1,11, 8, 3,  37, 3, 2, 2, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 1, 2, 1, 2,.d,.d, 1,.i,.d,.i,.i, 4,.i,.i,.i,.i,.i, 5,.i, 4,.i, 2,.d, 2,.i,.i, 1,.i, 1, 1, 2, 3, 3, 2, 2,.d,.d, 2,.d,.d, 3, 1, 2, 2, 2, 2, 2,.i, 2,.i, 2, 3, 1,.i,.i, 1,.d, 1,.i, 2,.i,.i,.i,.i,.i,25.2, 1, 1,.i,.i,.i,.i,.i,.d,.i, 2,.i, 2,.d,2022,2718, .i,10,.i,12,1.07700000000000000e+03,   1,2716,7.83599999999999963e-01,7.83573964871804751e-01,                     .y,                     .y,                     .y,1.0000,1.000,8.99173593527054060e-01
 1, 2,8965,35,3870, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2, 430,39,3980,  .n,.i,3980, 7,.i,19,.i, 1, 1, 0,.i,.i, 1, 1, 3, 1, 2, 3, 1,.i, 0, 1, 1,.i,.i,.i, 3, 2, 5,12,.i, 3,  37, 4, 3, 3, 5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 2, 2, 2, 2, 2, 1,.i,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 2,.i, 7, 1, 2,.i,.i, 2,.i,.i, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 4, 2, 1, 3, 4, 1, 1, 3,.i,.i, 2, 1, 1, 1, 1, 7,26.8,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,2719, .i,10,.i,12,1.08400000000000000e+03,   1,2716,9.52500000000000013e-01,9.52509331526067982e-01,                     .y,                     .y,                     .y,1.0000,1.000,1.02445022331525948e+00
 3, 2,6420,35, 770, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,9620,25,2590,3600,48,8170, 6,.i,39,24, 1, 0, 1,.i,.i, 2, 2, 3, 1, 0, 2, 1,.i, 0, 1, 1,.i,.i,.i, 1, 0, 1, 1,.i, 3,  37, 1, 2, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 2, 2, 1, 1, 2, 2, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 0,.i, 1,.i,.i, 2,.i,.i, 3,.i,.i,.i,.i, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2,.i, 1,.i, 3, 3, 3, 4, 2,.i,.i, 2,.i, 1, 3, 3, 3, 3, 8,24.0, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 1, 3,2022,2720, .i,10,.i,12,1.09400000000000000e+03,   1,2716,1.88599999999999990e-01,1.88616238450087709e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.10789589654707343e-01
 8, 2,9620,25,3990, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,4220,24,8270,3600,48,8190, 1,.i,42,.i, 1, 1, 1,.i,.i, 1, 1, 3, 1, 8, 1, 1,.i, 0, 1, 1,.i,.i,.i, 1,.i, 0,.i,.i, 3,  37, 3, 2, 1, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 1, 3, 3, 3, 3, 3,.i,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 4,.i, 1,.i, 7, 1, 4,.i,.i, 3,.i,.i, 4, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 3, 2, 5, 4, 1, 1, 1,.i,.i, 1, 1, 1, 1, 1, 1,23.3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,2721, .i,10,.i,12,1.09200000000000000e+03,   1,2716,2.45200000000000001e-01,2.45194645789066024e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.61817977130295587e-01
 7, 2,3600,48,8270, 2,.i,.i,  .i,.i,  .i,  .i,  .i, 1,9130,35,6170,  .i,.i,  .i, 7,.i,80,27, 1, 0, 0,.i,.i, 2, 1, 3,.i, 1, 2, 1,.i, 0, 1, 1,.i,.i,.i, 1,.i, 0,10,.i, 3,  37, 0, 2, 2, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 1,.d, 1, 2, 1, 1, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 0, 1, 1,.i,.i, 2,.i,.i, 3,.i, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2,.d,.d, 2, 1,.i, 1,.i, 2, 3, 1, 4, 1,.i,.i, 2,.i, 2, 4, 4, 4, 2, 2,24.2, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,2722, .i,10,.i,12,1.08400000000000000e+03,   1,2716,2.23899999999999988e-01,2.23895965408942632e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.45696792376536549e-01
 5, 1,4710,48,4480, 1, 5,.i,4710,48,4590,  .i,  .i, 2,9620,25,2470,8965,35,2790, 2, 0,79,21, 0, 0, 0, 1,.i, 1, 1, 3, 2, 1, 3, 1,.i, 0, 1, 1, 0, 0, 0, 2, 0, 0,12,12, 3,  37, 4, 1, 1, 6, 2, 2, 2, 3, 2, 2, 3, 3, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2,.i, 0, 1, 1,.i, 2, 2, 2,.i, 3,.i, 1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 2, 2, 1, 2, 3, 2,.i, 4, 3, 1, 1, 5, 4, 2,.i,.i, 2, 2, 2, 3, 3, 3, 3, 7,57.5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,2723, .i,10,.i,12,1.09500000000000000e+03,   1,2716,6.44399999999999973e-01,6.44422774630206918e-01,                     .y,                     .y,                     .y,1.0000,1.000,7.12858495121557745e-01
 7, 2,5340,42,6870, 1, 1,.i,6515,36, 770,  .i,  .i, 2,6260,28, 770,  .i,.i,  .i, 5,.i,39,31, 3, 0, 0, 3, 9, 2, 1, 0, 3, 1, 1, 2,.i, 3, 2, 2,.i,.i,.i, 2, 0, 1,11,.i, 3,  37, 3, 2, 2, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 2, 2, 2, 2, 2, 2,.i,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i,11,.i, 6,.i, 1,.i, 1, 1, 1,.i, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 5, 2, 1, 3, 1, 1, 1, 1,.i,.i, 2, 3, 3, 3, 3, 6,39.2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,2724, .i,10,.i,12,1.10500000000000000e+03,   1,2716,3.29100000000000004e-01,3.29068024205041998e-01,                     .y,                     .y,                     .y,1.0000,1.000,3.87108218306984331e-01
 5,.i,  .i,.i,  .i, 1, 5,.i, 430,39,9370,  .i,  .i, 2,7700,50,1870,  .i,.i,  .i, 2, 0,70,20, 1, 0, 0, 1,.i, 2, 1, 3, 2, 1, 3, 1,.i, 0, 1, 1, 0, 0, 0, 2, 0, 2,.s,.i, 3,   8, 6, 1, 1, 6, 1, 1, 1, 3, 1, 1, 3, 3, 1, 3, 3, 2, 1, 3, 2, 3, 2, 2,.i, 1, 5, 2, 1, 5, 2, 1, 5, 2, 2, 5, 1, 1,.i, 7,.i, 2,.i, 1, 2, 1,.i, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 5, 1, 2, 2, 1, 1, 1, 1,.i,.i, 1, 3, 3, 3, 2,10,  .i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,2725, .i,10,.i,12,1.09400000000000000e+03,   2,2716,7.87399999999999989e-01,7.87436921737162621e-01,                     .y,                     .y,                     .y,1.0000,1.000,5.74137609252570735e-01
 5, 2,7220,45,6390, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 1,7315,45,8880,  .i,.i,  .i, 2,.i,75,.i, 1, 0, 1,.i,.i, 1, 1, 3, 2, 1, 3, 1,.i, 2, 1, 1,.i,.i,.i, 1,.i, 0,12,.i, 3,   8, 2, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 2, 3, 2, 3, 1, 1, 5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 0, 2, 2,.i,.i, 2,.i,.i, 2,.i, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 3, 2, 1, 2, 1,.i, 3,.i, 1, 3, 4, 3, 2,.i,.i, 2,.i, 2, 3, 3, 3, 3, 9,39.2, 0,.i,.i,.i,.i,.i,.i,.d,.i, 2,.i, 2, 3,2022,2726, .i,10,.i,12,1.07400000000000000e+03,   2,2716,3.62300000000000011e-01,3.62340031286178199e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.62521287557234917e-01
 1, 2,4710,48,6990, 1, 1,.i,1460,70,3570,  .i,  .i, 1,4350,33,7480,1550,50,6680, 2,.i,40,35, 3, 4, 1, 3, 9, 2, 1, 9, 3, 1, 4, 1,.i,.i, 1, 1,.i,.i,.i, 2, 0, 0,12,12, 3,   8, 2,.d, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 2, 2, 2, 2, 2, 2, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 0,.i, 2,.i, 4, 1, 1,.i, 2,.i,.i,.i,.i, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,.i, 3,.i, 1, 1, 4, 4, 3,.i,.i, 2,.i, 2, 1, 1, 1, 1, 9,57.5, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,2727, .i,10,.i,12,1.10200000000000000e+03,   2,2716,6.28800000000000026e-01,6.28844227145507362e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.50270069676297124e-01
 5, 2,4700,38,5170, 1, 2,.i,9620,25,2670,  .i,  .i, 2,8965,35,2670,8300,26,9070, 2, 0,60,22, 0, 1, 1, 1,.i, 2, 1, 3, 1, 1, 3, 1,.i, 0, 1, 1, 0, 0, 0, 3, 0, 1,12,.i, 3,   8, 0, 2, 2, 4, 2, 1, 2, 1, 1, 1, 1, 1, 3, 3, 3, 2, 1, 3, 2, 1, 2, 2, 1, 1, 5, 2, 1, 5, 2, 1,.d, 2, 2, 5, 1, 1,.i, 3, 1, 1,.i, 1, 2, 1,.i, 3, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 3, 1, 2, 1,.i, 2,.i, 3, 2, 2,.i,.i, 1, 4, 2, 2, 2,.i,.i,.i,.i,.i,43.0, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,2728, .i,10,.i,12,1.10400000000000000e+03,   2,2716,1.61769999999999992e+00,1.61777052987832448e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.15117692315008746e+00
 8, 1, 205,46, 180, 3,.i,.i,  .i,.i,  .i,  .i,  .i, 1, 205,46, 180,  .i,.i,  .i, 2,.i,72,39, 2, 1, 1,.i, 3, 1, 1, 3, 1, 1, 3, 1,.i, 0, 1, 1,.i,.i,.i, 1,.i, 1,12,12, 3,   8, 5, 1, 1, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 2, 1, 2, 2, 1, 1, 4,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 1,.i, 3,.i, 1,.i,.i, 3,.i,.i, 2, 2,.i,.i,.i, 1, 1, 1, 2, 3, 2, 2, 1, 2, 2, 1, 2, 1,.i, 3,.i, 1, 3, 3,.i,.i, 1, 1, 1,.i, 1,.i,.i,.i,.i,.i,39.9, 0,.i,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,2729, .i,10,.i,12,1.08500000000000000e+03,   2,2716,3.62300000000000011e-01,3.62340031286178199e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.62521287557234917e-01
 1, 2,4030,21,8680, 5,.i,.i,  .i,.i,  .i,  .i,  .i,.i,  .i,.i,  .i,4230,25,7690, 4,.i,20,.i, 1,.i,.i,.i,.i, 1, 1, 5, 3, 5, 1, 1,.i, 0, 1, 1,.i,.i,.i, 1,.i, 1,.i, 9, 3,   8, 3, 3, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 2, 1, 2, 2, 1, 2, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 0,.i, 4,.i,.i, 2,.i,.i, 4,.i,.i,.i,.i, 2, 2, 2, 3, 2, 2, 3, 3, 3, 1, 1, 2, 1,.i, 2,.i, 3, 3, 1, 4, 1,.i,.i, 2,.i, 2, 3, 3, 3, 3, 5,13.6, 0,.i,.i,.i,.i,.i,.i,.s,.i, 2,.i, 2, 2,2022,2730, .i,10,.i,12,1.08000000000000000e+03,   2,2716,4.82399999999999995e-01,4.82449996727083386e-01,                     .y,                     .y,                     .y,1.0000,1.000,3.41483407771752734e-01
 5, 2,2310,61,7860, 2,.i,.i,  .i,.i,  .i,  .i,  .i, 1,4210,36,7770,5700,47,  .n, 1, 0,84,28, 4, 1, 1,.i,16, 2, 1, 3, 1, 1, 3, 1,.i, 2, 1, 1, 0, 0, 0, 1,.i, 1,.r,.i, 3,   2, 4, 1, 1, 4, 2, 2, 2, 3, 1, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 1, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 7,.d, 1,.i,.i, 3,.i,.i, 2,.i, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2,.i, 3, 1, 2, 2, 4, 1, 1,.i,.i, 1, 2, 2, 4, 3, 2, 4, 2,80.9,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,2731, .i,10,.i,12,1.07300000000000000e+03,   2,2716,2.64199999999999990e-01,2.64228042151848530e-01,                     .y,                     .y,                     .y,1.0000,1.000,1.93206455094509594e-01
 8, 2,5020,31,8680, 1, 5,.i,2040,66,9160,  .i,  .i, 2,6400,33, 770, 425,58,9590, 3,.i,64,20, 1, 1, 1, 4,.i, 2, 1, 3, 2, 1, 3, 1,.i, 0, 1, 1,.i,.i,.i, 2, 0, 1,12,.i, 3,   8, 6, 1, 1, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 2, 2, 2, 1, 1,.i,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 4,.i, 1,.i, 7,.i, 1,.i, 1, 2, 1,.i, 2, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 7, 3, 2, 2, 1, 1, 1, 1,.i,.i, 2, 3, 3, 3, 3, 9,31.9,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,2732, .i,10,.i,12,1.08400000000000000e+03,   2,2716,9.23699999999999966e-01,9.23702156484896064e-01,                     .y,                     .y,                     .y,1.0000,1.000,6.60432629463822418e-01
 1, 2,  20,50, 180, 1, 1,.i,8030,40,3190,  .i,  .i, 2,8965,35,1370,5700,47,9470, 1, 0,48,.i, 1, 1, 1, 1,.i, 2, 1, 3, 1, 1, 2, 1,.i, 0, 1, 1, 0, 0, 0, 2, 0, 2,12,12, 3,   1, 1, 1, 1, 4, 2, 1, 2,.d, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1,.d, 2, 1, 4, 1, 5, 2, 1, 5, 2, 1, 4, 2, 2, 5, 1, 4,.i, 0, 1, 1,.i, 4, 2, 2,.i, 2, 2, 1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 3, 1, 2, 1,.i, 2,.i, 1, 3, 4,.i,.i, 1, 4, 2, 2, 2,.i,.i,.i,.i,.i,68.6, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,2733, .i,10,.i,12,1.08100000000000000e+03,   2,2716,6.76809999999999956e+00,6.76821340503636826e+00,                     .y,                     .y,                     .y,1.0000,1.000,4.78641350256961307e+00
 5, 2,6440,43, 770, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 1,4700,38,5090,2320,64,7860, 4,.i,84,.i, 1,.i, 3,.i,.i, 1, 1, 3, 1, 1, 3, 1,.i,.i, 1, 1,.i,.i,.i, 1,.i, 0,11,.i, 3,   3, 4, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.d,.d, 2, 2, 2, 2, 3,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 5,.i, 1,.i, 0, 2, 1,.i,.i, 2,.i,.i, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,.i, 3,.i, 1, 3, 3,.i,.i,.d, 3, 2,.i, 2,.i,.i,.i,.i,.i,36.2, 0,.i,.i,.i,.i,.i,.i, 2,.i, 2,.i,.d, 3,2022,2734, .i,10,.i,12,1.09100000000000000e+03,   2,2716,3.62300000000000011e-01,3.62340031286178199e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.62521287557234917e-01
 5, 2,7340,44,6080, 1, 7,.i,5700,47,3190,  .i,  .i, 2,7330,38,2980,  .i,.i,  .i, 9, 0,77,25, 0, 0, 0, 1,.i, 1, 1, 3, 2, 1, 3, 1,.i, 1, 1, 1, 0, 0, 0, 2, 0, 0,12,.i, 3,   3, 6, 1, 1, 7, 1, 2, 2, 1, 1, 1, 2, 1, 1, 3, 3, 2, 2, 2, 2, 2, 2, 2, 7, 1, 5, 1, 1, 5, 1, 1, 4, 1, 2, 5, 1, 1,.i, 7, 1, 1,.i, 1, 1, 1,.i, 3, 1, 1, 2, 1, 1, 2, 1, 2, 3, 2, 3, 1, 3, 2, 3, 3, 2,.i, 2,.i, 1, 3, 4,.i,.i, 1, 1, 1, 2, 2,.i,.i,.i,.i,.i,36.4, 0,.i,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,2735, .i,10,.i,12,1.10200000000000000e+03,   2,2716,9.79199999999999959e-01,9.79208565903774031e-01,                     .y,                     .y,                     .y,1.0000,1.000,7.12858495121557745e-01
 5, 2, 120,53,8190, 1, 2,.i,7430,33,5190,  .i,  .i, 2,7000,43,1090,5560,38,6370, 3, 0,67,25, 3, 1, 1, 2, 1, 2, 1, 3, 1, 1, 3, 1,.i, 0, 1, 1, 0, 0, 0, 2, 0, 1,12,.i, 3,   3, 6, 1, 1, 6, 2, 3, 1, 2, 2, 1, 1, 2, 1, 3, 3, 2, 1, 1, 2, 1, 2, 3, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 5,.i, 1,.i, 1, 1, 1,.i, 2,.i,.i,.i,.i, 2, 1, 2, 2, 3, 3, 3, 2, 3, 2, 2, 3, 1,.i, 3, 2, 1, 1, 3, 4, 1,.i,.i, 2, 2, 2, 3, 3, 3, 1, 8,69.3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,2736, .i,10,.i,12,1.08000000000000000e+03,   2,2716,6.11600000000000033e-01,6.11567066241268331e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.51479610894257088e-01
 1, 2,5700,47,3170, 1, 1,.i,9610,22,1170,  .i,  .i, 2,9130,35,4470,5400,38,8090, 2,.i,53,25, 1, 1, 1, 1,.i, 2, 1, 3, 1, 1, 3, 1,.i, 0, 1, 1,.i,.i,.i, 2, 0, 2,12,12, 3,   3, 6, 1, 1, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 2, 1, 2, 2, 2, 2,.i,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 5,.i, 1,.i, 5,.i, 1,.i, 2, 2, 2,.i, 2, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 4, 1, 1, 3, 3, 2, 1, 2,.i,.i, 2, 3, 3, 3, 1, 8,38.8,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,2737, .i,10,.i,12,1.10500000000000000e+03,   2,2716,9.23699999999999966e-01,9.23702156484896064e-01,                     .y,                     .y,                     .y,1.0000,1.000,6.60432629463822418e-01
 1, 1,1600,59,7770, 1, 2,.i,4220,24,9160,  .i,  .i,.i,  .i,.i,  .i,3060,80,9170, 1, 4,40,24, 3,.i, 4, 2, 3, 1, 1, 7, 3, 5, 4, 1,.i, 2, 1, 1, 1, 3, 0, 2, 0, 2,.r,.i, 3,   3, 4, 1, 1, 5, 2, 3, 3, 1, 1, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3,.i, 1, 5, 2, 1, 5, 2, 1, 5, 2, 1, 5, 2, 2,.i, 8, 1, 2,.i, 2, 1, 1,.i, 3, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 3, 2, 1, 2, 1, 1, 1, 1,.i,.i, 1, 3, 3, 3, 3, 7,77.7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,2738, .i,10,.i,12,1.07700000000000000e+03,   2,2716,6.69699999999999962e-01,6.69743958580939935e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.81103059167147851e-01
 1, 2,3640,48,7980, 1, 1,.i,1007,63,6990,  .i,  .i, 2,2330,61,7860,2310,61,7860, 1, 0,37,26, 1, 3, 1, 1,.i, 2, 1, 3, 2, 1, 3, 1,.i,.i, 1, 1, 0, 0, 0, 2, 0, 2,12,12, 3,   3, 4, 1, 1, 4, 2, 2, 1, 1, 1, 1, 1, 1, 2, 3, 3, 1, 1, 2, 1, 1, 2, 3, 7, 1, 4, 1, 2, 5, 1, 1, 5, 2, 1, 4, 2, 5,.i, 1,.i, 5,.i, 3, 2, 1,.i, 2, 1,.i,.i,.i, 1, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2, 3, 1,.i, 3,.i, 2, 2, 4,.i,.i, 1, 4, 2, 2, 2,.i,.i,.i,.i,.i,28.6, 1, 1,.i,.i,.i,.i,.i, 1,.i, 2,.i, 2, 3,2022,2739, .i,10,.i,12,1.10200000000000000e+03,   2,2716,7.82599999999999962e-01,7.82619983167972100e-01,                     .y,                     .y,                     .y,1.0000,1.000,5.60863997608142539e-01
 8, 2,4720,28,4970, 1, 1,.i,1430,63,2680,  .i,  .i, 2,2750,51,8560,8350,42,5170, 1, 0,59,23, 0, 0, 0, 1,.i, 2, 1, 0, 3, 1, 3, 2,.i, 4, 2, 2, 0, 0, 0, 3, 0, 2,12, 1, 3,   3, 4, 3, 3, 4, 3,.d, 2, 1, 1, 1, 2, 2, 3, 2, 3, 2, 1, 1, 2, 2, 2, 3, 5, 1, 4, 2, 2, 5, 1, 1, 5, 2, 2, 5, 1, 2,.i, 0, 1, 2,.i, 4, 3, 2,.i, 2, 1, 2, 2, 1, 2, 2, 3, 2, 3, 2, 3, 1, 3, 1, 1, 2, 2,.i, 3,.i, 2, 1, 3,.i,.i, 2, 4, 1, 2, 2,.i,.i,.i,.i,.i,21.6, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,2740, .i,10,.i,12,1.07700000000000000e+03,   2,2716,1.33079999999999998e+00,1.33084561630336862e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.01040330434458037e+00
 1, 2,8220,44,3570, 1, 2,.i,4220,24,7980,  .i,  .i, 2,1540,47,2780,4110,31,8680, 3, 0,63,28, 1, 1, 1, 1,.i, 1, 1, 3, 2, 1, 3, 1,.i,.i, 1, 1, 0, 0, 0, 2, 0, 2,12,12, 3,   3, 4, 1, 1, 6, 2, 2, 2, 1, 1, 1, 2, 2, 2, 3, 2, 1, 1, 2, 2, 1, 2, 2, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 8,.i, 2,.i, 1, 2, 2,.i, 2,.i,.i,.i,.i, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 2, 3, 2,.i, 2, 5, 2, 1, 3, 1, 1,.i,.i, 1, 2, 1, 3, 3, 3, 3, 7,25.1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,2741, .i,10,.i,12,1.08700000000000000e+03,   2,2716,9.83800000000000008e-01,9.83779308338627478e-01,                     .y,                     .y,                     .y,1.0000,1.000,7.05656848649237944e-01
